,mssubclass,mszoning,lotshape,lotconfig,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,roofstyle,exterior1st,exterior2nd,masvnrtype,masvnrarea,extercond,foundation,bsmtqual,bsmtexposure,bsmtfintype1,totalbsmtsf,heatingqc,1stflrsf,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,totrmsabvgrd,fireplaces,garagetype,garagefinish,garagearea,saletype,saleprice,houseage,renoage,outdoorfeature
1534,160,RM,Reg,Inside,MeadowV,Norm,Twnhs,2Story,4,5,Gable,CemntBd,CmentBd,BrkFace,80.0,3,CBlock,3,1,1,546.0,2,546,1092,0.0,1,1,3,6,0,Attchd,1,286.0,WD ,75000,37.08333333333326,37.08333333333326,0.0
1535,20,RL,Reg,Inside,Veenker,Norm,1Fam,1Story,6,5,Gable,HdBoard,ImStucc,BrkFace,144.0,3,CBlock,3,3,5,1430.0,3,1430,1430,0.0,2,0,3,6,2,Attchd,1,484.0,WD ,192000,34.58333333333326,34.58333333333326,1.0
1536,80,RL,IR1,CulDSac,Sawyer,Norm,1Fam,SLvl,6,6,Gable,HdBoard,HdBoard,BrkFace,200.0,3,CBlock,3,4,6,960.0,2,1040,1040,1.0,1,0,3,6,1,Detchd,1,616.0,WD ,160500,28.583333333333258,28.583333333333258,1.0
1537,20,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,Stone,306.0,3,PConc,4,3,1,1494.0,5,1494,1494,0.0,2,0,3,7,1,Attchd,2,840.0,New,279500,1.6666666666667425,0.6666666666667425,1.0
1538,85,RL,Reg,Corner,Sawyer,Feedr,1Fam,SFoyer,5,6,Gable,HdBoard,Wd Sdng,None,0.0,3,CBlock,4,3,5,981.0,3,1075,1075,1.0,1,0,3,6,0,Detchd,1,440.0,WD ,148000,45.41666666666674,45.41666666666674,1.0
1539,20,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,7,Gable,HdBoard,HdBoard,None,0.0,2,CBlock,3,1,5,992.0,5,992,992,1.0,1,0,3,6,0,Attchd,2,294.0,WD ,145000,41.58333333333326,3.5833333333332575,1.0
1540,60,RL,IR1,Corner,NoRidge,Norm,1Fam,2Story,8,7,Gable,MetalSd,MetalSd,None,0.0,4,PConc,4,1,6,1338.0,5,1352,2520,1.0,2,1,5,10,1,Attchd,2,796.0,WD ,310000,13.916666666666742,13.916666666666742,1.0
1541,80,RL,Reg,Inside,NAmes,Norm,1Fam,SLvl,6,5,Gable,HdBoard,HdBoard,BrkFace,379.0,3,CBlock,3,3,5,1083.0,3,1146,1146,0.0,1,0,3,6,1,Attchd,1,294.0,WD ,165000,43.5,43.5,1.0
1542,60,RL,IR2,CulDSac,NoRidge,Norm,1Fam,2Story,8,7,Hip,VinylSd,VinylSd,BrkFace,528.0,3,PConc,4,1,6,1629.0,5,1686,2448,1.0,2,1,4,8,1,Attchd,2,711.0,WD ,402000,15.583333333333258,4.5833333333332575,1.0
1543,60,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,Gable,CemntBd,CmentBd,None,0.0,3,PConc,4,1,1,1026.0,5,1026,1958,0.0,2,1,3,9,1,Attchd,3,936.0,WD ,250000,3.5833333333332575,3.5833333333332575,1.0
1544,180,RM,Reg,Inside,MeadowV,Norm,Twnhs,SFoyer,4,6,Gable,CemntBd,CmentBd,None,0.0,3,CBlock,4,3,6,630.0,3,630,630,1.0,1,0,1,3,0,0,0,0.0,WD ,73000,36.33333333333326,36.33333333333326,0.0
1545,90,RL,Reg,FR2,NAmes,Norm,Duplex,2Story,5,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,4,1,1,896.0,3,896,1792,0.0,2,2,4,8,0,0,0,0.0,WD ,136000,35.75,35.75,1.0
1546,120,RL,Reg,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,MetalSd,MetalSd,BrkFace,278.0,3,PConc,5,1,6,1560.0,5,1565,1565,1.0,2,0,2,6,1,Attchd,2,556.0,WD ,282500,1.25,1.25,1.0
1547,20,RL,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,226.0,3,PConc,4,0,1,1595.0,5,1595,1595,0.0,2,0,2,6,1,Attchd,2,880.0,WD ,221500,5.4166666666667425,4.4166666666667425,1.0
1548,20,RL,IR2,Inside,Crawfor,Norm,1Fam,1Story,4,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,1680.0,4,1680,1680,0.0,2,0,4,7,0,Attchd,1,628.0,WD ,170000,12.5,11.5,1.0
1549,20,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,6,4,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,4,1040.0,4,1040,1040,1.0,1,0,3,6,1,Attchd,2,480.0,WD ,163000,42.41666666666674,42.41666666666674,1.0
1550,60,RL,IR1,Inside,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,513.0,3,PConc,4,3,2,1318.0,5,1328,2531,0.0,2,1,4,9,1,Attchd,2,752.0,WD ,290000,12.916666666666742,12.916666666666742,1.0
1551,60,RL,IR1,Inside,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,526.0,4,PConc,4,1,6,1325.0,5,1335,2538,0.0,2,1,4,8,1,Attchd,2,933.0,WD ,330000,11.416666666666742,10.416666666666742,1.0
1552,160,RM,Reg,Inside,BrDale,Norm,Twnhs,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,504.0,3,CBlock,3,1,4,483.0,3,483,987,1.0,1,1,2,5,0,Detchd,1,264.0,WD ,111000,36.58333333333326,36.58333333333326,0.0
1553,60,RL,IR2,CulDSac,CollgCr,Norm,1Fam,2Story,6,5,Gable,VinylSd,VinylSd,BrkFace,148.0,3,PConc,4,2,6,840.0,5,840,1755,1.0,2,1,3,7,1,Attchd,2,530.0,WD ,214000,7.6666666666667425,7.6666666666667425,1.0
1554,20,RL,IR1,Corner,NAmes,Norm,1Fam,1Story,5,6,Gable,MetalSd,MetalSd,BrkFace,84.0,3,CBlock,3,1,3,1152.0,3,1152,1152,0.0,1,1,3,6,0,Detchd,1,636.0,WD ,137500,55.41666666666674,55.41666666666674,0.0
1555,60,FV,Reg,Inside,Somerst,Norm,1Fam,2Story,7,5,Gable,CemntBd,CmentBd,None,0.0,3,PConc,4,2,6,926.0,5,1016,1884,1.0,2,1,3,7,1,Attchd,2,581.0,WD ,240900,6.5,6.5,1.0
1556,60,RL,IR1,Inside,NoRidge,Norm,1Fam,2Story,7,5,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,1,6,750.0,5,1061,1923,1.0,2,1,3,8,1,Attchd,2,564.0,WD ,190000,18.5,18.5,1.0
1557,20,RL,Reg,Corner,CollgCr,Norm,1Fam,1Story,7,5,Hip,VinylSd,VinylSd,None,0.0,3,PConc,4,3,6,1569.0,5,1611,1611,1.0,2,0,3,6,0,Attchd,2,1231.0,WD ,250000,7.75,7.75,1.0
1558,20,RL,IR1,Corner,Veenker,Norm,1Fam,1Story,5,8,Gable,Plywood,Plywood,None,0.0,4,CBlock,4,4,5,1437.0,3,1437,1437,1.0,2,0,3,6,1,Attchd,2,528.0,WD ,218000,31.583333333333258,3.5833333333332575,1.0
1559,60,RL,Reg,Inside,NWAmes,Norm,1Fam,2Story,7,6,Gable,MetalSd,MetalSd,BrkFace,194.0,3,PConc,4,1,6,1148.0,5,1091,2075,1.0,2,1,3,8,1,Attchd,1,473.0,WD ,255000,14.666666666666742,14.666666666666742,1.0
1560,20,RL,IR1,CulDSac,Gilbert,Norm,1Fam,1Story,7,5,Hip,VinylSd,VinylSd,BrkFace,27.0,3,PConc,4,1,1,1670.0,5,1670,1670,0.0,2,0,3,7,1,Attchd,2,690.0,New,240000,0.6666666666667425,0.6666666666667425,1.0
1561,20,RL,IR1,Inside,CollgCr,Norm,1Fam,1Story,8,5,Hip,CemntBd,CmentBd,None,0.0,3,PConc,4,3,1,2140.0,5,2140,2140,0.0,2,1,3,8,0,Attchd,3,894.0,New,360000,1.5,0.5,1.0
1562,80,RL,Reg,Inside,NAmes,Norm,1Fam,SLvl,5,8,Gable,BrkFace,BrkFace,None,0.0,4,PConc,3,4,5,1219.0,4,1265,1265,0.0,2,0,3,6,1,Attchd,2,502.0,WD ,179900,43.83333333333326,9.833333333333258,1.0
1563,50,RL,IR1,Inside,ClearCr,Norm,1Fam,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,1598.0,3,1636,3086,0.0,3,0,3,12,1,0,0,0.0,WD ,200500,61.25,13.25,1.0
1564,50,RM,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,3,6,Gable,VinylSd,VinylSd,None,0.0,3,BrkTil,3,1,1,600.0,2,600,968,0.0,1,0,2,6,0,0,0,0.0,WD ,37900,99.41666666666674,59.41666666666674,0.0
1565,20,RL,IR1,Inside,Timber,Norm,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,86.0,3,PConc,5,2,6,1267.0,5,1312,1312,0.0,2,0,2,5,0,Attchd,1,471.0,WD ,180500,6.0833333333332575,6.0833333333332575,1.0
1566,90,RL,Reg,Inside,SawyerW,Norm,Duplex,2Story,7,5,Hip,VinylSd,VinylSd,BrkFace,23.0,3,PConc,5,1,6,1168.0,5,1168,2787,2.0,4,2,6,8,2,BuiltIn,3,820.0,WD ,269500,9.833333333333258,9.833333333333258,1.0
1567,60,RL,IR1,Corner,Gilbert,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,4,1,847.0,5,847,1733,0.0,2,1,3,7,1,BuiltIn,3,433.0,WD ,225000,4.8333333333332575,4.8333333333332575,1.0
1568,50,RM,Reg,Corner,IDOTRR,Norm,1Fam,1.5Fin,6,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,5,720.0,4,720,1215,0.0,1,0,3,6,0,Detchd,3,720.0,WD ,141000,67.41666666666674,57.41666666666674,1.0
1569,20,RL,IR1,Inside,NridgHt,Norm,1Fam,1Story,9,5,Hip,VinylSd,VinylSd,Stone,284.0,3,PConc,5,2,6,1739.0,5,1743,1743,1.0,2,0,3,8,1,Attchd,2,927.0,ConLI,335000,1.5,1.5,1.0
1570,20,RL,IR1,FR2,CollgCr,Norm,1Fam,1Story,5,8,Gable,CemntBd,CmentBd,None,0.0,4,CBlock,4,1,6,1026.0,5,1026,1026,1.0,1,1,3,5,0,Attchd,1,308.0,WD ,150000,33.5,6.5,1.0
1571,20,RL,IR1,Inside,Veenker,Norm,1Fam,1Story,9,5,Gable,WdShing,Wd Shng,None,0.0,3,CBlock,5,4,6,1842.0,4,1842,1842,2.0,0,1,0,5,1,Attchd,3,894.0,WD ,385000,25.916666666666742,19.916666666666742,1.0
1572,60,RL,Reg,Inside,NAmes,Norm,1Fam,2Story,7,6,Gable,HdBoard,HdBoard,BrkFace,176.0,3,CBlock,3,1,4,768.0,3,1186,1986,0.0,2,1,3,7,3,Attchd,1,486.0,WD ,205000,44.83333333333326,19.833333333333258,1.0
1573,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,Stone,24.0,3,PConc,4,3,6,1187.0,5,1208,1208,1.0,2,0,2,6,0,Attchd,2,632.0,WD ,206000,4.1666666666667425,4.1666666666667425,1.0
1574,20,RL,Reg,FR2,CollgCr,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,106.0,3,PConc,4,3,1,1422.0,5,1422,1422,0.0,2,0,3,7,0,Attchd,2,626.0,WD ,179600,3.9166666666667425,3.9166666666667425,1.0
1575,20,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,4,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,2,1,2,836.0,3,1220,1220,0.0,1,0,2,6,0,Detchd,1,396.0,COD,102000,55.33333333333326,55.33333333333326,0.0
1576,20,RL,IR1,Corner,NWAmes,Norm,1Fam,1Story,5,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,3,5,1126.0,3,1126,1126,0.0,2,0,3,6,0,Attchd,2,540.0,WD ,175000,31.25,31.25,1.0
1577,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,Hip,Wd Sdng,VinylSd,None,0.0,3,CBlock,3,1,3,1015.0,4,1384,1384,1.0,1,0,2,6,0,Attchd,1,896.0,WD ,159000,50.5,5.5,1.0
1578,20,RL,Reg,Inside,Edwards,Norm,1Fam,1Story,6,6,Hip,HdBoard,Plywood,BrkFace,84.0,3,CBlock,3,1,4,1127.0,3,1127,1127,0.0,1,1,3,6,1,Detchd,1,480.0,WD ,135000,32.41666666666674,32.41666666666674,1.0
1579,50,RL,Reg,Inside,Edwards,Norm,1Fam,1.5Fin,6,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,1,3,994.0,4,1216,1855,0.0,2,0,4,7,0,Attchd,1,325.0,WD ,136900,52.83333333333326,34.83333333333326,1.0
1580,20,RL,Reg,Inside,Sawyer,Feedr,1Fam,1Story,5,7,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,1,4,912.0,3,1236,1236,0.0,1,0,3,6,1,Attchd,1,288.0,WD ,135000,45.5,12.5,0.0
1581,60,RL,Reg,Inside,NoRidge,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,673.0,3,PConc,4,2,6,1252.0,5,1268,2365,1.0,2,1,3,8,1,Attchd,2,856.0,WD ,337000,10.583333333333258,10.583333333333258,1.0
1582,60,RL,IR1,Corner,NWAmes,PosA,1Fam,2Story,6,7,Gable,HdBoard,HdBoard,BrkFace,220.0,3,CBlock,3,2,4,1054.0,3,1512,2654,1.0,2,1,4,9,1,Attchd,1,619.0,WD ,250000,38.66666666666674,22.666666666666742,1.0
1583,60,RL,IR1,FR3,NWAmes,Norm,1Fam,2Story,8,5,Gable,VinylSd,VinylSd,BrkFace,402.0,3,PConc,4,1,6,1236.0,5,1236,2340,1.0,2,1,4,9,1,Attchd,2,787.0,WD ,306000,12.5,12.5,1.0
1584,90,RL,Reg,Inside,Edwards,Norm,Duplex,1Story,5,5,Gable,Plywood,Plywood,None,0.0,4,CBlock,4,4,6,1200.0,3,1200,1200,3.0,3,0,3,5,0,0,0,0.0,WD ,179000,22.25,21.25,1.0
1585,160,FV,Reg,Corner,Somerst,Norm,TwnhsE,2Story,7,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,1,689.0,5,703,1392,0.0,2,0,2,5,0,Detchd,1,540.0,WD ,146000,1.1666666666667425,1.1666666666667425,1.0
1586,50,RM,Reg,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,2,1138.0,4,1138,2180,0.0,1,1,3,7,1,Detchd,1,720.0,WD ,161000,92.41666666666674,57.41666666666674,1.0
1587,20,RL,IR1,Inside,NWAmes,Norm,1Fam,1Story,6,7,Gable,Plywood,Plywood,BrkFace,28.0,3,PConc,3,2,5,1610.0,4,1610,1610,1.0,2,0,3,6,2,Attchd,2,480.0,WD ,205000,33.16666666666674,9.166666666666742,1.0
1588,120,RL,IR1,Inside,Timber,Norm,TwnhsE,1Story,7,6,Gable,VinylSd,VinylSd,BrkFace,340.0,3,CBlock,4,3,6,1277.0,4,1501,1501,1.0,2,0,2,6,1,Attchd,3,512.0,WD ,241500,22.583333333333258,22.583333333333258,1.0
1589,20,RL,Reg,Inside,Sawyer,Feedr,1Fam,1Story,4,5,Gable,VinylSd,VinylSd,BrkCmn,192.0,2,CBlock,3,2,3,1029.0,4,1029,1029,1.0,1,0,3,5,0,Attchd,1,261.0,WD ,118500,46.33333333333326,46.33333333333326,1.0
1590,80,RL,IR1,Inside,ClearCr,Norm,1Fam,SLvl,5,4,Hip,Wd Sdng,ImStucc,BrkFace,120.0,3,CBlock,3,3,4,1062.0,5,1352,1352,0.0,1,0,3,6,0,BuiltIn,1,288.0,WD ,130000,48.58333333333326,48.58333333333326,1.0
1591,30,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,5,8,Gable,VinylSd,VinylSd,Stone,279.0,3,CBlock,3,1,1,808.0,5,1072,1072,0.0,1,0,2,5,2,Detchd,1,379.0,WD ,130000,67.41666666666674,57.41666666666674,0.0
1592,60,RL,IR1,CulDSac,StoneBr,Norm,1Fam,2Story,10,5,Hip,VinylSd,VinylSd,Stone,734.0,3,PConc,5,1,6,1850.0,5,1850,2698,1.0,2,1,4,11,1,Attchd,2,736.0,New,535000,0.5833333333332575,0.5833333333332575,1.0
1593,20,RL,Reg,Inside,Sawyer,Feedr,1Fam,1Story,5,6,Gable,VinylSd,VinylSd,BrkFace,60.0,3,CBlock,3,1,2,912.0,4,912,912,0.0,1,0,3,6,0,Attchd,1,252.0,WD ,123000,47.83333333333326,47.83333333333326,0.0
1594,90,RL,Reg,Corner,Edwards,Norm,Duplex,1Story,4,5,Gable,AsbShng,Plywood,None,0.0,2,PConc,0,0,0,0.0,3,1152,1152,0.0,2,0,2,6,0,0,0,0.0,WD ,82000,53.5,53.5,0.0
1595,75,RM,Reg,Corner,OldTown,Artery,1Fam,2Story,7,8,Gable,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,3,1,4,624.0,5,730,1450,0.0,1,0,3,7,0,Detchd,1,288.0,WD ,132000,88.25,43.25,1.0
1596,30,RL,Reg,Corner,OldTown,Norm,1Fam,1Story,5,6,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,1,1073.0,5,1073,1073,0.0,1,0,2,4,0,Detchd,1,326.0,WD ,108480,86.0,39.0,1.0
1597,20,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,5,Gable,HdBoard,HdBoard,BrkFace,450.0,3,CBlock,3,1,4,1176.0,3,1458,1458,1.0,1,1,3,7,1,Attchd,1,512.0,WD ,165000,39.58333333333326,39.58333333333326,1.0
1598,20,RL,IR1,Inside,SawyerW,Norm,1Fam,1Story,7,5,Gable,VinylSd,VinylSd,BrkFace,170.0,3,PConc,4,1,1,1461.0,5,1486,1486,0.0,2,0,3,7,0,Attchd,2,566.0,WD ,181000,1.5,1.5,1.0
1599,80,RL,Reg,Inside,Sawyer,Norm,1Fam,SLvl,5,5,Hip,HdBoard,HdBoard,None,0.0,3,CBlock,3,1,1,552.0,3,904,1774,0.0,2,0,4,8,1,Attchd,1,384.0,WD ,165000,48.58333333333326,48.58333333333326,1.0
1600,50,RL,IR1,Inside,Mitchel,Norm,1Fam,1.5Fin,5,5,Gable,HdBoard,HdBoard,None,0.0,3,CBlock,3,3,4,864.0,3,864,1479,0.0,2,0,5,8,0,Attchd,3,275.0,WD ,161000,41.33333333333326,41.33333333333326,1.0
1601,20,RL,Reg,Corner,Somerst,Feedr,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,BrkFace,60.0,3,PConc,4,1,1,1504.0,5,1504,1504,0.0,2,0,3,7,0,Attchd,3,510.0,New,199000,0.75,0.75,1.0
1602,60,RL,Reg,Corner,Timber,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,44.0,3,PConc,4,1,6,817.0,5,824,1894,1.0,2,1,4,8,1,BuiltIn,3,510.0,WD ,214900,8.166666666666742,7.1666666666667425,1.0
1603,20,FV,Reg,Inside,Somerst,Norm,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,1278.0,5,1278,1278,0.0,2,0,2,5,0,Attchd,2,584.0,New,198600,0.8333333333332575,0.8333333333332575,1.0
1604,60,RL,Reg,Corner,NoRidge,Norm,1Fam,2Story,8,5,Hip,VinylSd,VinylSd,BrkFace,650.0,3,PConc,4,1,1,1141.0,4,1165,2263,0.0,2,1,4,10,1,BuiltIn,3,420.0,WD ,258000,8.583333333333258,8.583333333333258,1.0
1605,90,RL,Reg,Inside,SawyerW,Feedr,Duplex,2Story,7,5,Hip,VinylSd,VinylSd,BrkFace,23.0,3,PConc,5,1,6,1168.0,5,1168,2787,2.0,4,2,6,8,2,BuiltIn,3,820.0,WD ,269500,9.833333333333258,9.833333333333258,1.0
1606,60,RL,Reg,Inside,Gilbert,RRAn,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,0,0.0,3,PConc,4,1,1,707.0,5,707,1414,0.0,2,1,3,6,1,Attchd,3,403.0,WD ,176000,6.3333333333332575,6.3333333333332575,1.0
1607,80,RL,Reg,Inside,NAmes,Norm,1Fam,SLvl,6,7,Hip,HdBoard,HdBoard,BrkFace,108.0,3,CBlock,4,4,2,1302.0,5,1302,1302,0.0,2,0,3,7,0,Attchd,2,309.0,CWD,158000,43.83333333333326,16.833333333333258,1.0
1608,80,RL,Reg,Inside,Gilbert,Norm,1Fam,SLvl,8,5,Hip,VinylSd,VinylSd,None,0.0,3,PConc,4,1,6,408.0,5,779,1419,1.0,2,1,3,7,1,BuiltIn,3,527.0,WD ,184100,7.25,7.25,1.0
1609,20,RL,IR1,Inside,NWAmes,PosN,1Fam,1Story,6,5,Hip,HdBoard,HdBoard,BrkFace,176.0,3,CBlock,3,2,5,1625.0,3,1220,1220,0.0,2,0,2,6,1,Attchd,1,944.0,WD ,170000,36.75,36.75,1.0
1610,80,RL,IR1,Inside,Crawfor,Norm,1Fam,SLvl,6,6,Gable,VinylSd,VinylSd,BrkFace,242.0,4,CBlock,3,1,5,572.0,4,1182,1982,1.0,2,1,3,6,1,BuiltIn,3,501.0,WD ,208000,23.333333333333258,23.333333333333258,1.0
1611,120,RM,Reg,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,Gable,VinylSd,VinylSd,BrkFace,170.0,3,PConc,4,3,6,848.0,5,848,848,1.0,1,0,1,4,0,Attchd,3,420.0,WD ,140000,6.4166666666667425,6.4166666666667425,1.0
1612,120,RM,IR1,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,Hip,CemntBd,CmentBd,Stone,174.0,3,PConc,5,4,6,1596.0,5,1648,1648,1.0,2,0,2,5,1,Attchd,3,482.0,New,230000,2.5,1.5,1.0
1613,120,RL,IR1,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,Gable,HdBoard,HdBoard,None,0.0,3,PConc,4,4,6,1337.0,4,1337,1337,1.0,2,0,2,5,1,Attchd,2,462.0,WD ,188500,19.333333333333258,19.333333333333258,1.0
1614,50,RL,Reg,Inside,Crawfor,Norm,1Fam,1.5Fin,5,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,4,2,4,901.0,3,1125,1717,0.0,1,1,2,7,1,Attchd,1,410.0,WD ,194000,66.16666666666674,56.16666666666674,1.0
1615,20,RL,Reg,Inside,NAmes,Norm,1Fam,1Story,5,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,3,1104.0,4,1104,1104,1.0,1,0,3,5,0,Attchd,2,384.0,WD ,133000,52.33333333333326,50.33333333333326,0.0
1616,20,RL,IR1,CulDSac,CollgCr,Norm,1Fam,1Story,5,5,Gable,MetalSd,MetalSd,BrkFace,76.0,3,BrkTil,4,3,6,907.0,3,907,907,0.0,1,0,3,5,0,Attchd,1,343.0,WD ,140000,31.583333333333258,31.583333333333258,1.0
1617,60,RL,IR1,Inside,CollgCr,Norm,1Fam,2Story,7,5,Gable,VinylSd,VinylSd,BrkFace,120.0,3,PConc,4,2,6,782.0,5,782,1652,0.0,2,1,3,6,0,Attchd,2,532.0,WD ,207500,8.5,8.5,1.0
1618,60,RL,Reg,Inside,NWAmes,PosA,1Fam,2Story,6,7,Gable,MetalSd,MetalSd,BrkFace,256.0,3,PConc,3,1,1,932.0,4,1271,2640,0.0,2,1,5,8,1,Attchd,2,515.0,WD ,256900,42.41666666666674,12.416666666666742,1.0
1619,50,RL,Reg,Inside,OldTown,Norm,1Fam,1.5Fin,5,6,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,1,735.0,4,735,1034,0.0,1,0,2,5,0,Detchd,1,240.0,WD ,109000,67.58333333333326,57.58333333333326,1.0
1620,90,RL,Reg,Inside,SawyerW,Norm,Duplex,1Story,5,5,Gable,HdBoard,HdBoard,None,0.0,3,Slab,0,0,0,0.0,3,1513,1513,0.0,2,0,4,8,0,Attchd,1,400.0,WD ,113722,30.5,30.5,0.0
1621,20,RL,Reg,Inside,CollgCr,Norm,1Fam,1Story,8,5,Gable,VinylSd,VinylSd,Stone,76.0,3,PConc,5,4,6,1498.0,5,1498,1498,0.0,2,0,3,7,1,Attchd,3,844.0,WD ,237000,4.25,3.25,1.0
1622,20,RL,Reg,Corner,NAmes,Norm,1Fam,1Story,5,7,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,5,1053.0,4,1053,1053,1.0,1,0,3,6,0,2Types,2,692.0,WD ,142100,44.58333333333326,44.58333333333326,1.0
1623,20,RL,IR1,Inside,NAmes,Norm,1Fam,1Story,6,5,Hip,Wd Sdng,Wd Sdng,Stone,28.0,3,CBlock,3,1,4,1178.0,4,1293,1293,1.0,2,0,2,5,0,Attchd,2,452.0,WD ,149900,52.41666666666674,52.41666666666674,1.0
1624,20,RL,Reg,Inside,NridgHt,Norm,1Fam,1Story,9,5,Hip,VinylSd,VinylSd,Stone,450.0,3,PConc,5,3,6,2020.0,5,2020,2020,1.0,2,0,3,7,1,Attchd,2,896.0,WD ,404000,1.4166666666667425,1.4166666666667425,1.0
1625,60,RL,IR1,Inside,NAmes,Norm,1Fam,2Story,7,8,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,4,5,1438.0,3,1900,2448,1.0,3,0,3,9,2,Attchd,2,441.0,WD ,277500,44.75,8.75,1.0
1626,60,RL,Reg,Inside,SawyerW,Norm,1Fam,2Story,6,5,Gable,HdBoard,HdBoard,BrkFace,336.0,3,CBlock,4,1,1,741.0,3,977,1732,0.0,2,1,3,7,1,Attchd,3,476.0,WD ,178000,25.5,25.5,1.0
1627,120,RL,Reg,Inside,NridgHt,Norm,TwnhsE,1Story,8,5,Hip,MetalSd,MetalSd,BrkFace,176.0,3,PConc,4,1,6,1324.0,5,1324,1324,1.0,2,0,2,6,1,Attchd,3,550.0,WD ,254000,4.0,4.0,1.0
1628,30,RM,Reg,Inside,OldTown,Norm,1Fam,1Story,2,2,Gable,AsbShng,AsbShng,None,0.0,2,BrkTil,2,1,1,678.0,3,832,832,0.0,1,0,2,5,1,Detchd,1,780.0,WD ,12789,87.5,40.5,0.0
1629,20,RL,Reg,Inside,Gilbert,Norm,1Fam,1Story,7,5,Gable,HdBoard,HdBoard,BrkFace,38.0,3,PConc,4,1,1,1237.0,4,1253,1253,0.0,2,0,3,6,1,Attchd,3,402.0,WD ,176000,12.5,11.5,1.0
1630,60,RL,Reg,Corner,NridgHt,Norm,1Fam,2Story,9,5,Gable,VinylSd,VinylSd,Stone,370.0,3,PConc,5,3,1,1249.0,5,1249,2596,0.0,3,1,4,9,0,Attchd,2,840.0,New,342643,0.75,0.75,1.0
1631,20,RL,IR1,Inside,Sawyer,Norm,1Fam,1Story,5,6,Gable,HdBoard,Wd Sdng,BrkFace,75.0,3,CBlock,3,1,6,876.0,3,902,902,0.0,1,0,3,6,0,Attchd,1,288.0,WD ,125500,40.66666666666674,40.66666666666674,0.0
1632,20,RL,IR1,Inside,Timber,Norm,1Fam,1Story,6,5,Gable,Wd Sdng,Wd Sdng,BrkFace,128.0,3,CBlock,4,1,1,1495.0,5,1495,1495,0.0,2,0,3,8,1,Attchd,1,438.0,WD ,150000,19.583333333333258,19.583333333333258,1.0
